製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,,
計測時ID ,12,,,,,
計測開始時刻 ,00/00/00 00:08 ,,,,,
サンプリング周波数 ,1000,,,,,
シーケンス数 ,20000,,,,,
PGAゲイン ,x12 ,,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,,
コメント , ,,,,,
ファイル保存形式, 演算データ,,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,,
10313,-0.1438,0.8547,0.1092,-1.176,,0.1438
10314,-0.2169,0.8804,0.0964,-1.176,,0.2169
10315,-0.166,0.8676,0.1092,-1.176,,0.166
10316,0.0966,0.8676,0.1092,-1.2017,,0.0966
10317,0.1192,0.8676,0.1092,-1.2274,,0.1192
10318,0.0825,0.8804,0.0964,-1.1889,,0.0825
10319,0.21,0.8804,0.0964,-1.2403,,0.21
10320,0.1127,0.8933,0.1092,-1.2403,,0.1127
10321,-0.0973,0.9061,0.0964,-1.2403,,0.0973
10322,-0.2261,0.9061,0.0964,-1.2274,,0.2261
10323,-0.0741,0.919,0.1092,-1.2274,,0.0741
10324,0.0751,0.919,0.0964,-1.2146,,0.0751
10325,0.1217,0.919,0.0964,-1.2017,,0.1217
10326,0.0683,0.9318,0.1221,-1.2017,,0.0683
10327,0.0101,0.9318,0.1092,-1.2146,,0.0101
10328,-0.0565,0.9447,0.0964,-1.2017,,0.0565
10329,-0.108,0.9575,0.1092,-1.2146,,0.108
10330,-0.1356,0.9575,0.1092,-1.2146,,0.1356
10331,-0.171,0.9704,0.1092,-1.1632,,0.171
10332,-0.195,0.9832,0.0964,-1.176,,0.195
10333,-0.1022,0.9832,0.1092,-1.1889,,0.1022
10334,0.0196,0.9961,0.1092,-1.2017,,0.0196
10335,0.1088,0.9832,0.1221,-1.1889,,0.1088
10336,0.1682,1.0089,0.1092,-1.1889,,0.1682
10337,0.1312,1.0089,0.135,-1.176,,0.1312
10338,0.2072,0.9961,0.1221,-1.1889,,0.2072
10339,0.2028,1.0089,0.135,-1.2146,,0.2028
10340,0.1286,1.0218,0.135,-1.2146,,0.1286
10341,0.042,1.0218,0.135,-1.2017,,0.042
10342,0.1042,1.0218,0.1607,-1.2274,,0.1042
10343,0.1647,1.0346,0.1478,-1.2531,,0.1647
10344,0.2227,1.0346,0.1607,-1.266,,0.2227
10345,0.2257,1.0346,0.1607,-1.2403,,0.2257
10346,0.0803,1.0603,0.1607,-1.266,,0.0803
10347,-0.0881,1.0346,0.1607,-1.2788,,0.0881
10348,-0.3289,1.0218,0.1735,-1.3045,,0.3289
10349,-0.2969,1.0089,0.1735,-1.3045,,0.2969
10350,-0.2715,1.0218,0.1864,-1.3045,,0.2715
10351,-0.2766,1.0218,0.1735,-1.3045,,0.2766
10352,-0.0991,1.0346,0.1864,-1.3302,,0.0991
10353,-0.0371,1.0218,0.1735,-1.3431,,0.0371
10354,-0.0136,1.0218,0.1864,-1.356,,0.0136
10355,-0.054,1.0218,0.1864,-1.356,,0.054
10356,0.0555,1.0218,0.1992,-1.3302,,0.0555
10357,0.0947,1.0089,0.1992,-1.3302,,0.0947
10358,0.079,1.0346,0.2121,-1.356,,0.079
10359,0.0136,1.0218,0.1992,-1.3817,,0.0136
10360,0.0243,1.0089,0.1992,-1.3945,,0.0243
10361,0.0439,0.9961,0.1992,-1.3688,,0.0439
10362,0.0587,0.9832,0.1864,-1.3688,,0.0587
10363,0.1074,0.9832,0.1992,-1.3817,,0.1074
10364,0.0935,0.9832,0.2121,-1.4074,,0.0935
10365,0.084,0.9704,0.2121,-1.4074,,0.084
10366,0.0783,0.9704,0.2121,-1.4202,,0.0783
10367,0.0771,0.9704,0.2121,-1.4074,,0.0771
10368,0.0728,0.9704,0.1992,-1.3945,,0.0728
10369,0.0133,0.9575,0.2249,-1.4202,,0.0133
10370,-0.0434,0.9447,0.2121,-1.4202,,0.0434
10371,0.0241,0.9447,0.2249,-1.4202,,0.0241
10372,0.0733,0.9318,0.2249,-1.4202,,0.0733
10373,0.0922,0.9447,0.2378,-1.4331,,0.0922
10374,0.0439,0.919,0.2249,-1.4202,,0.0439
10375,-0.1136,0.919,0.2249,-1.4331,,0.1136
10376,-0.0025,0.919,0.2249,-1.4459,,0.0025
10377,-0.0078,0.8933,0.2249,-1.4459,,0.0078
10378,-0.06,0.8933,0.2378,-1.4588,,0.06
10379,-0.0629,0.8676,0.2378,-1.4716,,0.0629
10380,-0.0478,0.8418,0.2249,-1.4588,,0.0478
10381,-0.036,0.8547,0.2378,-1.4973,,0.036
10382,-0.004,0.8418,0.2378,-1.4845,,0.004
10383,0.0596,0.8161,0.2378,-1.4845,,0.0596
10384,0.1124,0.8033,0.2378,-1.4973,,0.1124
10385,0.1325,0.7904,0.2635,-1.523,,0.1325
10386,0.1214,0.7647,0.2506,-1.5102,,0.1214
10387,0.0486,0.7519,0.2635,-1.4845,,0.0486
10388,-0.0924,0.739,0.2763,-1.5102,,0.0924
10389,-0.2546,0.7262,0.2635,-1.523,,0.2546
10390,-0.2711,0.7005,0.2635,-1.523,,0.2711
10391,-0.1594,0.6748,0.2892,-1.523,,0.1594
10392,-0.0452,0.6619,0.2763,-1.5359,,0.0452
10393,-0.0514,0.6362,0.302,-1.5487,,0.0514
10394,-0.0379,0.6105,0.302,-1.523,,0.0379
10395,0.0614,0.5848,0.302,-1.5359,,0.0614
10396,0.138,0.5719,0.302,-1.5359,,0.138
10397,0.2156,0.5462,0.302,-1.5359,,0.2156
10398,0.2312,0.5462,0.3149,-1.5487,,0.2312
10399,0.2143,0.5205,0.3277,-1.5359,,0.2143
10400,0.229,0.4948,0.3277,-1.5487,,0.229
10401,0.2535,0.4691,0.3406,-1.5487,,0.2535
10402,0.2777,0.4434,0.3406,-1.5359,,0.2777
10403,0.2227,0.4434,0.3406,-1.5359,,0.2227
10404,0.1877,0.4177,0.3534,-1.5616,,0.1877
10405,0.003,0.3792,0.3406,-1.5744,,0.003
10406,-0.0788,0.3792,0.3534,-1.5616,,0.0788
10407,-0.2067,0.3663,0.3406,-1.5744,,0.2067
10408,-0.2284,0.3406,0.3534,-1.5744,,0.2284
10409,-0.2011,0.3406,0.3534,-1.5616,,0.2011
10410,-0.153,0.3277,0.3534,-1.5616,,0.153
10411,-0.0897,0.3149,0.3663,-1.5487,,0.0897
10412,-0.0365,0.302,0.3406,-1.5487,,0.0365
10413,0.01,0.302,0.3534,-1.5616,,0.01
10414,0.0042,0.302,0.3534,-1.5359,,0.0042
10415,0.0185,0.3149,0.3277,-1.523,,0.0185
10416,0.0782,0.2892,0.3277,-1.4716,,0.0782
10417,0.0453,0.302,0.3277,-1.4845,,0.0453
10418,0.0134,0.3277,0.3149,-1.4588,,0.0134
10419,0.0189,0.3277,0.302,-1.4459,,0.0189
10420,0.0266,0.3149,0.2892,-1.4074,,0.0266
10421,-0.0491,0.3534,0.2763,-1.3817,,0.0491
10422,-0.1371,0.3534,0.2635,-1.356,,0.1371
10423,-0.1387,0.3792,0.2506,-1.3302,,0.1387
10424,-0.127,0.392,0.2506,-1.3302,,0.127
10425,-0.0317,0.4177,0.2378,-1.2788,,0.0317
10426,-0.0793,0.4306,0.2378,-1.2531,,0.0793
10427,-0.1984,0.4563,0.2121,-1.2531,,0.1984
10428,-0.0828,0.5205,0.1992,-1.2403,,0.0828
10429,0.0469,0.5334,0.1992,-1.2274,,0.0469
10430,0.0933,0.5591,0.1992,-1.2274,,0.0933
10431,0.1395,0.5848,0.1864,-1.176,,0.1395
10432,0.2451,0.6105,0.1864,-1.1889,,0.2451
10433,0.2189,0.6362,0.1735,-1.2017,,0.2189
10434,0.1155,0.6619,0.1864,-1.1375,,0.1155
10435,0.0607,0.6748,0.1735,-1.1503,,0.0607
10436,0.0921,0.7133,0.1735,-1.1503,,0.0921
10437,0.1316,0.739,0.1735,-1.1503,,0.1316
10438,0.1181,0.7647,0.1607,-1.1503,,0.1181
10439,0.1033,0.7776,0.1607,-1.1246,,0.1033
10440,0.1027,0.8033,0.1607,-1.1375,,0.1027
10441,0.0807,0.829,0.1607,-1.1375,,0.0807
10442,0.0439,0.829,0.1607,-1.1375,,0.0439
10443,-0.0027,0.8804,0.1735,-1.1375,,0.0027
10444,0.0135,0.8804,0.1735,-1.1246,,0.0135
10445,0.0097,0.8804,0.1735,-1.1246,,0.0097
10446,-0.0287,0.8804,0.1864,-1.1375,,0.0287
10447,-0.0582,0.9061,0.1992,-1.1375,,0.0582
10448,-0.0622,0.9061,0.1864,-1.1503,,0.0622
10449,-0.0698,0.9318,0.1992,-1.1375,,0.0698
10450,0.0327,0.919,0.2121,-1.1375,,0.0327
10451,-0.0102,0.9318,0.2249,-1.1246,,0.0102
10452,-0.066,0.9447,0.2121,-1.176,,0.066
10453,-0.0317,0.9447,0.2249,-1.176,,0.0317
10454,-0.0456,0.9447,0.2249,-1.1503,,0.0456
10455,0.0504,0.9575,0.2378,-1.1375,,0.0504
10456,0.0837,0.9447,0.2378,-1.1632,,0.0837
10457,0.0804,0.9575,0.2249,-1.1503,,0.0804
10458,0.0376,0.9704,0.2249,-1.1632,,0.0376
10459,-0.1186,0.9447,0.2249,-1.1503,,0.1186
10460,-0.2353,0.9575,0.2249,-1.1503,,0.2353
10461,-0.3137,0.9575,0.2378,-1.1632,,0.3137
10462,-0.1551,0.9575,0.2249,-1.176,,0.1551
10463,-0.0405,0.9447,0.2378,-1.1632,,0.0405
10464,0.0031,0.9318,0.2249,-1.1889,,0.0031
10465,-0.0409,0.9447,0.2378,-1.1503,,0.0409
10466,-0.0009,0.9447,0.2378,-1.1632,,0.0009
10467,0.0673,0.9318,0.2378,-1.176,,0.0673
10468,0.1351,0.9447,0.2378,-1.1632,,0.1351
10469,0.1726,0.9318,0.2121,-1.176,,0.1726
10470,0.1922,0.9318,0.2249,-1.1632,,0.1922
10471,0.1832,0.9061,0.2121,-1.1889,,0.1832
10472,0.1425,0.919,0.2249,-1.1632,,0.1425
10473,0.1556,0.919,0.1992,-1.176,,0.1556
10474,0.1786,0.9061,0.2121,-1.1889,,0.1786
10475,0.1558,0.919,0.2121,-1.1889,,0.1558
10476,0.0947,0.9061,0.1864,-1.1889,,0.0947
10477,0.0987,0.9061,0.1864,-1.176,,0.0987
10478,0.0778,0.8804,0.1864,-1.2017,,0.0778
10479,0.048,0.8933,0.1607,-1.2017,,0.048
10480,0.0418,0.8804,0.1735,-1.1889,,0.0418
10481,0.0567,0.8804,0.1735,-1.2146,,0.0567
10482,0.0617,0.8804,0.1735,-1.2146,,0.0617
10483,0.0579,0.8804,0.1607,-1.2274,,0.0579
10484,-0.0145,0.8804,0.1607,-1.2017,,0.0145
10485,-0.1163,0.8933,0.1478,-1.2274,,0.1163
10486,-0.1349,0.8804,0.1478,-1.2146,,0.1349
10487,-0.1152,0.8804,0.135,-1.2274,,0.1152
10488,-0.1775,0.9061,0.1221,-1.2403,,0.1775
10489,-0.2486,0.8804,0.135,-1.2403,,0.2486
10490,-0.2193,0.8547,0.1221,-1.2274,,0.2193
10491,-0.2738,0.8676,0.1092,-1.2403,,0.2738
10492,-0.3358,0.8933,0.1221,-1.2531,,0.3358
10493,-0.3007,0.8933,0.1092,-1.2531,,0.3007
10494,-0.1928,0.8933,0.1092,-1.2403,,0.1928
10495,-0.0858,0.8933,0.1092,-1.2274,,0.0858
10496,-0.0068,0.8933,0.1092,-1.2531,,0.0068
10497,0.113,0.9061,0.1221,-1.2403,,0.113
10498,0.2631,0.8933,0.1092,-1.2403,,0.2631
10499,0.3165,0.9061,0.0964,-1.2403,,0.3165
10500,0.3544,0.919,0.0964,-1.2274,,0.3544
10501,0.3593,0.919,0.1092,-1.2403,,0.3593
10502,0.3456,0.919,0.0964,-1.2274,,0.3456
10503,0.2704,0.9318,0.0964,-1.2531,,0.2704
10504,0.0869,0.9318,0.0835,-1.2531,,0.0869
10505,-0.0145,0.919,0.0964,-1.2274,,0.0145
10506,-0.0365,0.9318,0.0964,-1.2403,,0.0365
10507,-0.01,0.9447,0.1092,-1.2274,,0.01
10508,-0.0111,0.9447,0.0964,-1.2403,,0.0111
10509,0.0215,0.9447,0.0964,-1.2274,,0.0215
10510,0.0708,0.9447,0.0835,-1.2274,,0.0708
10511,0.0716,0.9447,0.0964,-1.2146,,0.0716
10512,0.0701,0.9318,0.0964,-1.2146,,0.0701
10513,-0.0265,0.9575,0.0964,-1.1889,,0.0265
10514,-0.1006,0.9447,0.0964,-1.2017,,0.1006
10515,-0.0557,0.9447,0.0964,-1.176,,0.0557
10516,0.0067,0.9575,0.0964,-1.1889,,0.0067
10517,0.049,0.9575,0.0964,-1.1889,,0.049
10518,0.0298,0.9832,0.0964,-1.1889,,0.0298
10519,0.0265,0.9447,0.0964,-1.1503,,0.0265
10520,0.0776,0.9447,0.0964,-1.1503,,0.0776
10521,0.033,0.9318,0.0964,-1.1503,,0.033
10522,0.065,0.9447,0.0964,-1.1246,,0.065
10523,0.1191,0.9447,0.1092,-1.1246,,0.1191
10524,0.1173,0.9447,0.1092,-1.1246,,0.1173
10525,0.0855,0.9318,0.1092,-1.1246,,0.0855
10526,0.065,0.9318,0.1092,-1.1118,,0.065
10527,0.0002,0.9318,0.0964,-1.086,,0.0002
10528,-0.0613,0.9447,0.1221,-1.0989,,0.0613
10529,-0.0215,0.9318,0.1092,-1.0732,,0.0215
10530,-0.0127,0.919,0.1092,-1.0989,,0.0127
10531,-0.0536,0.9318,0.1092,-1.0989,,0.0536
10532,-0.1179,0.9318,0.1221,-1.0475,,0.1179
10533,-0.1298,0.9061,0.1092,-1.0603,,0.1298
10534,-0.1247,0.9061,0.1092,-1.0603,,0.1247
10535,-0.1499,0.9061,0.1092,-1.0218,,0.1499
10536,-0.1945,0.9061,0.1221,-1.0475,,0.1945
10537,-0.1892,0.9061,0.1092,-1.0475,,0.1892
10538,-0.1324,0.9061,0.1092,-1.0346,,0.1324
10539,-0.2077,0.9061,0.1092,-1.0089,,0.2077
10540,-0.2374,0.8933,0.0964,-1.0089,,0.2374
10541,-0.1039,0.9061,0.1092,-1.0346,,0.1039
10542,0.1851,0.8933,0.1221,-1.0089,,0.1851
10543,0.3336,0.919,0.1221,-1.0218,,0.3336
10544,0.3249,0.8933,0.1221,-0.9961,,0.3249
10545,0.2284,0.8804,0.1092,-1.0218,,0.2284
10546,0.1041,0.8804,0.1092,-1.0218,,0.1041
10547,0.1581,0.8933,0.1221,-1.0218,,0.1581
10548,0.1759,0.8933,0.1221,-0.9832,,0.1759
10549,0.2035,0.8804,0.1092,-1.0089,,0.2035
10550,0.179,0.8676,0.1092,-1.0089,,0.179
10551,0.194,0.8547,0.135,-0.9961,,0.194
10552,0.1185,0.8676,0.1092,-0.9961,,0.1185
10553,-0.0037,0.8547,0.1092,-0.9961,,0.0037
10554,-0.0168,0.8676,0.1092,-1.0218,,0.0168
10555,0.0297,0.8676,0.1092,-1.0089,,0.0297
10556,0.0048,0.8676,0.1092,-1.0346,,0.0048
10557,-0.0098,0.8676,0.1092,-0.9832,,0.0098
10558,-0.0201,0.8804,0.1092,-1.0089,,0.0201
10559,-0.0237,0.8933,0.0964,-1.0089,,0.0237
10560,-0.048,0.8933,0.1092,-1.0346,,0.048
10561,-0.0958,0.8804,0.1092,-1.0218,,0.0958
10562,-0.0679,0.8804,0.0964,-1.0089,,0.0679
10563,-0.0789,0.8804,0.0964,-1.0218,,0.0789
10564,-0.0759,0.8804,0.0964,-1.0218,,0.0759
10565,-0.0998,0.8676,0.0835,-1.0346,,0.0998
10566,-0.0873,0.8676,0.1092,-1.0346,,0.0873
10567,-0.0653,0.8676,0.0964,-1.0603,,0.0653
10568,-0.0658,0.8676,0.0835,-1.0218,,0.0658
10569,-0.0827,0.8933,0.0964,-1.0346,,0.0827
10570,-0.0727,0.8804,0.0835,-1.0346,,0.0727
10571,-0.0672,0.8804,0.0835,-1.0346,,0.0672
10572,-0.0565,0.8804,0.0835,-1.0346,,0.0565
10573,-0.0655,0.9318,0.0964,-1.0475,,0.0655
10574,-0.0565,0.9061,0.0835,-1.0475,,0.0565
10575,-0.0047,0.9061,0.0964,-1.0732,,0.0047
10576,0.075,0.919,0.0964,-1.0603,,0.075
10577,0.1442,0.919,0.0835,-1.0475,,0.1442
10578,0.1546,0.9318,0.0835,-1.0475,,0.1546
10579,0.2663,0.919,0.0707,-1.0732,,0.2663
10580,0.3653,0.9447,0.0964,-1.0732,,0.3653
10581,0.3791,0.9447,0.0835,-1.0732,,0.3791
10582,0.2033,0.9447,0.0835,-1.0603,,0.2033
10583,0.0916,0.9447,0.0835,-1.086,,0.0916
10584,-0.0917,0.9575,0.0835,-1.0989,,0.0917
10585,-0.0801,0.9575,0.0707,-1.1118,,0.0801
10586,-0.0882,0.9704,0.0835,-1.0989,,0.0882
10587,-0.0866,0.9575,0.0835,-1.1118,,0.0866
10588,-0.1253,0.9832,0.0835,-1.1246,,0.1253
10589,-0.1189,0.9832,0.0964,-1.1118,,0.1189
10590,-0.0673,0.9832,0.0835,-1.0989,,0.0673
10591,-0.0771,0.9961,0.0964,-1.1246,,0.0771
10592,-0.146,0.9961,0.1092,-1.1375,,0.146
10593,-0.1411,1.0089,0.0835,-1.1375,,0.1411
10594,-0.0966,1.0089,0.0964,-1.1375,,0.0966
10595,-0.0771,1.0089,0.0964,-1.1375,,0.0771
10596,-0.0333,1.0089,0.0964,-1.1632,,0.0333
10597,0.0083,1.0089,0.0964,-1.1503,,0.0083
10598,0.1434,1.0089,0.0964,-1.176,,0.1434
10599,0.29,1.0089,0.0964,-1.1375,,0.29
10600,0.2484,1.0346,0.0964,-1.1503,,0.2484
10601,0.1801,1.0346,0.1092,-1.176,,0.1801
10602,0.1496,1.0218,0.1092,-1.176,,0.1496
10603,0.0418,1.0603,0.0964,-1.1632,,0.0418
10604,-0.0763,1.0218,0.0964,-1.1375,,0.0763
10605,-0.1164,1.0346,0.1092,-1.1632,,0.1164
10606,-0.055,1.0346,0.1092,-1.1632,,0.055
10607,-0.0144,1.0346,0.1092,-1.1889,,0.0144
10608,-0.0153,1.0218,0.1092,-1.1632,,0.0153
10609,-0.0211,1.0218,0.1092,-1.1889,,0.0211
10610,-0.0368,1.0218,0.1092,-1.1632,,0.0368
10611,-0.0471,1.0218,0.1092,-1.1889,,0.0471
10612,-0.0516,1.0089,0.1092,-1.176,,0.0516
10613,-0.0272,1.0218,0.1092,-1.176,,0.0272
10614,0.0376,1.0218,0.0964,-1.176,,0.0376
10615,0.0658,1.0089,0.1092,-1.2017,,0.0658
10616,0.1532,1.0346,0.1092,-1.176,,0.1532
10617,0.2497,1.0218,0.1092,-1.2146,,0.2497
10618,0.144,1.0218,0.1092,-1.2017,,0.144
10619,0.0133,1.0218,0.1092,-1.176,,0.0133
10620,0.0302,1.0218,0.1221,-1.1632,,0.0302
10621,0.0636,0.9961,0.1221,-1.1632,,0.0636
10622,0.0119,1.0089,0.1092,-1.1632,,0.0119
10623,-0.0568,1.0089,0.1092,-1.1889,,0.0568
10624,-0.0962,1.0089,0.0964,-1.2017,,0.0962
10625,-0.0869,1.0218,0.1092,-1.1632,,0.0869
10626,-0.0517,0.9961,0.0964,-1.176,,0.0517
10627,-0.0677,0.9832,0.0835,-1.176,,0.0677
10628,-0.0426,0.9832,0.0835,-1.176,,0.0426
10629,0.0349,0.9704,0.0835,-1.176,,0.0349
10630,0.0735,0.9704,0.0835,-1.176,,0.0735
10631,0.1199,0.9704,0.0964,-1.1889,,0.1199
10632,0.1178,0.9704,0.0835,-1.1503,,0.1178
10633,0.085,0.9575,0.0835,-1.1632,,0.085
10634,0.0229,0.9575,0.0835,-1.1632,,0.0229
10635,-0.0442,0.9575,0.0835,-1.1503,,0.0442
10636,-0.0935,0.9447,0.1092,-1.1375,,0.0935
10637,-0.091,0.9575,0.0964,-1.1503,,0.091
10638,-0.0122,0.9575,0.0835,-1.1632,,0.0122
10639,0.043,0.9575,0.0835,-1.1375,,0.043
10640,-0.0007,0.9575,0.0835,-1.1632,,0.0007
10641,-0.0204,0.9575,0.0707,-1.1503,,0.0204
10642,-0.0048,0.9447,0.0707,-1.1503,,0.0048
10643,0.0175,0.9704,0.0707,-1.176,,0.0175
10644,0.0134,0.9447,0.0707,-1.176,,0.0134
10645,-0.0419,0.9447,0.0707,-1.1632,,0.0419
10646,-0.0698,0.9318,0.0707,-1.1503,,0.0698
10647,-0.0867,0.9575,0.0707,-1.176,,0.0867
10648,-0.0756,0.9318,0.0578,-1.1632,,0.0756
10649,0.0281,0.9318,0.0578,-1.1632,,0.0281
10650,0.0568,0.919,0.0707,-1.176,,0.0568
10651,0.0508,0.9061,0.0578,-1.176,,0.0508
10652,0.0538,0.8933,0.0707,-1.176,,0.0538
10653,0.0364,0.9061,0.0707,-1.1503,,0.0364
10654,0.0873,0.8933,0.0835,-1.1889,,0.0873
10655,0.0943,0.8933,0.0578,-1.1632,,0.0943
10656,0.0426,0.8933,0.0578,-1.1503,,0.0426
10657,0.0048,0.8547,0.0578,-1.1503,,0.0048
10658,-0.0317,0.8933,0.0707,-1.1632,,0.0317
10659,-0.0097,0.8804,0.0707,-1.1375,,0.0097
10660,-0.0738,0.8547,0.0578,-1.1632,,0.0738
10661,-0.0739,0.8804,0.0835,-1.1246,,0.0739
10662,-0.0409,0.8676,0.0707,-1.1375,,0.0409
10663,-0.0472,0.8676,0.0707,-1.1375,,0.0472
10664,-0.0855,0.8547,0.0578,-1.1246,,0.0855
10665,-0.006,0.8547,0.0707,-1.1118,,0.006
10666,0.0865,0.8547,0.0707,-1.1246,,0.0865
10667,0.0814,0.8418,0.0707,-1.1118,,0.0814
10668,0.15,0.8547,0.0707,-1.086,,0.15
10669,0.1723,0.8418,0.0707,-1.1246,,0.1723
10670,0.1043,0.8418,0.0707,-1.1118,,0.1043
10671,0.0644,0.8418,0.0707,-1.0989,,0.0644
10672,-0.0083,0.8418,0.0707,-1.1118,,0.0083
10673,-0.0861,0.8804,0.0578,-1.1118,,0.0861
10674,-0.0059,0.829,0.0707,-1.0989,,0.0059
10675,0.1136,0.8033,0.0707,-1.0989,,0.1136
10676,0.1315,0.829,0.0578,-1.1246,,0.1315
10677,0.0778,0.8418,0.0578,-1.0989,,0.0778
10678,0.0713,0.8547,0.0707,-1.0989,,0.0713
10679,0.0482,0.8418,0.0578,-1.086,,0.0482
10680,-0.0093,0.8547,0.0578,-1.086,,0.0093
10681,-0.0437,0.829,0.045,-1.1246,,0.0437
10682,-0.0508,0.8418,0.0707,-1.086,,0.0508
10683,0.0081,0.8547,0.0707,-1.0989,,0.0081
10684,0.0655,0.8418,0.0578,-1.086,,0.0655
10685,0.0882,0.8676,0.0707,-1.1118,,0.0882
10686,0.0559,0.8676,0.0578,-1.0989,,0.0559
10687,0.027,0.8676,0.0578,-1.1118,,0.027
10688,0.0147,0.8804,0.045,-1.1246,,0.0147
10689,-0.0574,0.8676,0.0707,-1.0989,,0.0574
10690,-0.1261,0.8547,0.0578,-1.0989,,0.1261
10691,-0.1079,0.8676,0.0707,-1.0989,,0.1079
10692,0.007,0.8547,0.0578,-1.0989,,0.007
10693,0.0196,0.8418,0.0578,-1.1118,,0.0196
10694,-0.0078,0.8418,0.0578,-1.0989,,0.0078
10695,0.0164,0.8418,0.0578,-1.1375,,0.0164
10696,0.0422,0.8547,0.0835,-1.1118,,0.0422
10697,0.0711,0.8418,0.0707,-1.1375,,0.0711
10698,0.059,0.8418,0.0835,-1.0989,,0.059
10699,0.0273,0.8547,0.0835,-1.1246,,0.0273
10700,0.0137,0.8547,0.0835,-1.1246,,0.0137
10701,-0.0808,0.8418,0.0707,-1.1375,,0.0808
10702,-0.1286,0.8547,0.0707,-1.1375,,0.1286
10703,-0.1265,0.8804,0.0707,-1.1246,,0.1265
10704,-0.0291,0.8547,0.0578,-1.1632,,0.0291
10705,0.053,0.8547,0.0964,-1.1503,,0.053
10706,0.0391,0.8547,0.0835,-1.1503,,0.0391
10707,-0.0075,0.8418,0.0707,-1.176,,0.0075
10708,-0.0691,0.8547,0.0707,-1.1632,,0.0691
10709,-0.1197,0.8676,0.0707,-1.176,,0.1197
10710,-0.116,0.8418,0.0835,-1.2017,,0.116
10711,-0.1367,0.8676,0.0835,-1.1632,,0.1367
10712,-0.0295,0.8418,0.0707,-1.1632,,0.0295
10713,0.0774,0.8804,0.0835,-1.176,,0.0774
10714,0.1362,0.8547,0.0835,-1.2017,,0.1362
10715,0.1543,0.8418,0.0835,-1.176,,0.1543
10716,0.0708,0.8547,0.0707,-1.1889,,0.0708
10717,0.0869,0.8547,0.0578,-1.2274,,0.0869
10718,0.0546,0.8418,0.0578,-1.2017,,0.0546
10719,0.0111,0.829,0.045,-1.2146,,0.0111
10720,0.0225,0.8161,0.0578,-1.2274,,0.0225
10721,0.0301,0.829,0.0578,-1.2017,,0.0301
10722,0.0248,0.829,0.0578,-1.2531,,0.0248
10723,0.027,0.8161,0.0707,-1.2403,,0.027
10724,0.0816,0.829,0.045,-1.266,,0.0816
10725,0.0266,0.829,0.045,-1.2917,,0.0266
10726,-0.0234,0.8418,0.0578,-1.266,,0.0234
10727,-0.0871,0.8418,0.045,-1.2531,,0.0871
10728,-0.1435,0.8676,0.0578,-1.2788,,0.1435
10729,-0.1391,0.8418,0.0578,-1.2788,,0.1391
10730,-0.0651,0.8418,0.045,-1.266,,0.0651
10731,-0.0438,0.8161,0.0707,-1.2917,,0.0438
10732,-0.0127,0.829,0.045,-1.2788,,0.0127
10733,0.0009,0.8676,0.0578,-1.266,,0.0009
10734,0.0236,0.8804,0.045,-1.2531,,0.0236
10735,0.0342,0.8676,0.0578,-1.266,,0.0342
10736,0.0309,0.8676,0.0707,-1.266,,0.0309
10737,0.0584,0.8676,0.0707,-1.2788,,0.0584
10738,0.1273,0.8547,0.0578,-1.266,,0.1273
10739,0.2391,0.8676,0.0578,-1.266,,0.2391
10740,0.3115,0.8676,0.0707,-1.2788,,0.3115
10741,0.2635,0.8804,0.0707,-1.2788,,0.2635
10742,0.2379,0.8804,0.0707,-1.2788,,0.2379
10743,0.1877,0.8933,0.0707,-1.266,,0.1877
10744,0.0958,0.8804,0.0707,-1.266,,0.0958
10745,-0.005,0.8676,0.0707,-1.2531,,0.005
10746,-0.0906,0.8804,0.0964,-1.2917,,0.0906
10747,-0.1264,0.8933,0.0835,-1.266,,0.1264
10748,-0.1352,0.9061,0.0707,-1.266,,0.1352
10749,-0.1682,0.9061,0.0707,-1.2917,,0.1682
10750,-0.1407,0.9061,0.0578,-1.266,,0.1407
10751,-0.1064,0.9061,0.0835,-1.2788,,0.1064
10752,-0.0405,0.9061,0.0707,-1.3045,,0.0405
10753,-0.0246,0.9318,0.0964,-1.3045,,0.0246
10754,-0.054,0.9575,0.0707,-1.2788,,0.054
10755,-0.128,0.9575,0.0964,-1.3045,,0.128
10756,-0.1068,0.9704,0.0835,-1.3045,,0.1068
10757,-0.0697,0.9961,0.0835,-1.3045,,0.0697
10758,-0.0046,1.0089,0.0964,-1.2917,,0.0046
10759,0.2436,1.0089,0.0707,-1.266,,0.2436
10760,0.3917,1.0089,0.1092,-1.3045,,0.3917
10761,0.3096,1.0089,0.0964,-1.3045,,0.3096
10762,0.2142,0.9961,0.0964,-1.2917,,0.2142
10763,0.1182,1.0089,0.0964,-1.3174,,0.1182
10764,0.0793,1.0218,0.0964,-1.3045,,0.0793
10765,0.0543,0.9961,0.0835,-1.2788,,0.0543
10766,0.06,1.0089,0.0835,-1.2917,,0.06
10767,0.0517,1.0089,0.0964,-1.2788,,0.0517
10768,0.0799,0.9832,0.0964,-1.3174,,0.0799
10769,0.0266,0.9704,0.0835,-1.2917,,0.0266
10770,-0.0163,0.9832,0.0835,-1.356,,0.0163
10771,-0.0494,0.9704,0.0964,-1.3302,,0.0494
