製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,,
計測時ID ,12,,,,,
計測開始時刻 ,00/00/00 00:08 ,,,,,
サンプリング周波数 ,1000,,,,,
シーケンス数 ,20000,,,,,
PGAゲイン ,x12 ,,,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,,,
コメント , ,,,,,
ファイル保存形式, 演算データ,,,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z ,,
4238,-0.0149,0.8933,0.1221,-1.1889,,0.0149
4239,0.0067,0.8804,0.1221,-1.1503,,0.0067
4240,0.0463,0.8933,0.1221,-1.1503,,0.0463
4241,0.0937,0.8933,0.1092,-1.1889,,0.0937
4242,0.1167,0.8933,0.1221,-1.176,,0.1167
4243,0.0672,0.9061,0.1221,-1.2146,,0.0672
4244,0.0433,0.9318,0.0964,-1.2017,,0.0433
4245,0.0658,0.919,0.1092,-1.1889,,0.0658
4246,-0.0265,0.919,0.0964,-1.1889,,0.0265
4247,-0.0231,0.9447,0.1221,-1.1889,,0.0231
4248,0.0196,0.9447,0.1221,-1.1889,,0.0196
4249,0.112,0.9575,0.1221,-1.2146,,0.112
4250,0.1277,0.9575,0.1221,-1.2017,,0.1277
4251,0.125,0.9704,0.1221,-1.176,,0.125
4252,0.0712,0.9832,0.1092,-1.1889,,0.0712
4253,0.0478,0.9961,0.1221,-1.176,,0.0478
4254,0.0323,0.9961,0.1221,-1.176,,0.0323
4255,-0.0056,1.0089,0.1221,-1.1375,,0.0056
4256,-0.0416,1.0218,0.1092,-1.1632,,0.0416
4257,-0.0197,1.0475,0.135,-1.1632,,0.0197
4258,-0.0009,1.0732,0.135,-1.1503,,0.0009
4259,-0.0365,1.0603,0.1221,-1.1503,,0.0365
4260,-0.0294,1.0475,0.1221,-1.1632,,0.0294
4261,0.0541,1.086,0.1221,-1.176,,0.0541
4262,-0.0019,1.0732,0.1221,-1.1632,,0.0019
4263,-0.0643,1.086,0.135,-1.1632,,0.0643
4264,0.0253,1.0989,0.1221,-1.1375,,0.0253
4265,0.0995,1.086,0.135,-1.1632,,0.0995
4266,0.053,1.0989,0.1478,-1.1375,,0.053
4267,-0.0122,1.0989,0.1607,-1.1246,,0.0122
4268,-0.1488,1.1118,0.135,-1.1503,,0.1488
4269,-0.0222,1.1118,0.135,-1.1503,,0.0222
4270,0.1202,1.1118,0.1478,-1.1632,,0.1202
4271,0.0332,1.1246,0.1478,-1.1632,,0.0332
4272,-0.0292,1.1118,0.1607,-1.1632,,0.0292
4273,0.0309,1.1503,0.1478,-1.176,,0.0309
4274,0.0532,1.1246,0.1478,-1.1889,,0.0532
4275,-0.031,1.1246,0.1478,-1.176,,0.031
4276,-0.1463,1.1246,0.1607,-1.2017,,0.1463
4277,-0.0144,1.1246,0.1735,-1.176,,0.0144
4278,0.0401,1.1246,0.1607,-1.1889,,0.0401
4279,0.0415,1.1375,0.1735,-1.1632,,0.0415
4280,0.0489,1.1246,0.1607,-1.176,,0.0489
4281,-0.024,1.1246,0.1735,-1.176,,0.024
4282,-0.0646,1.1375,0.1735,-1.1632,,0.0646
4283,0.0283,1.1375,0.1735,-1.2017,,0.0283
4284,-0.1316,1.1503,0.1735,-1.176,,0.1316
4285,-0.2232,1.1632,0.1735,-1.1632,,0.2232
4286,-0.1125,1.1632,0.1864,-1.1889,,0.1125
4287,-0.0291,1.1503,0.1864,-1.1632,,0.0291
4288,0.0581,1.176,0.1864,-1.1632,,0.0581
4289,0.1137,1.1632,0.1864,-1.1375,,0.1137
4290,0.1132,1.1632,0.1992,-1.176,,0.1132
4291,0.0876,1.1632,0.1864,-1.1503,,0.0876
4292,0.0054,1.1632,0.1864,-1.1889,,0.0054
4293,0.0324,1.1889,0.1864,-1.1632,,0.0324
4294,-0.0242,1.1503,0.1864,-1.1632,,0.0242
4295,0.0112,1.176,0.1992,-1.1246,,0.0112
4296,0.0207,1.1632,0.1992,-1.1246,,0.0207
4297,0.2103,1.1632,0.1992,-1.1118,,0.2103
4298,0.3609,1.176,0.2121,-1.1118,,0.3609
4299,0.3365,1.1632,0.2121,-1.1118,,0.3365
4300,0.2479,1.1632,0.1864,-1.1118,,0.2479
4301,-0.02,1.1503,0.1992,-1.1375,,0.02
4302,-0.2614,1.1503,0.1992,-1.0989,,0.2614
4303,-0.421,1.1503,0.1992,-1.1246,,0.421
4304,-0.362,1.1375,0.1992,-1.1118,,0.362
4305,-0.0979,1.1246,0.1992,-1.0732,,0.0979
4306,0.0408,1.1246,0.1864,-1.0989,,0.0408
4307,0.0943,1.1246,0.1864,-1.086,,0.0943
4308,0.0893,1.1118,0.1864,-1.0989,,0.0893
4309,0.1313,1.1118,0.1864,-1.1246,,0.1313
4310,0.1198,1.0989,0.1864,-1.1118,,0.1198
4311,-0.0085,1.086,0.1735,-1.0732,,0.0085
4312,-0.1325,1.0732,0.1864,-1.0989,,0.1325
4313,-0.1426,1.0732,0.1864,-1.1118,,0.1426
4314,-0.0705,1.0603,0.1735,-1.1118,,0.0705
4315,0.0533,1.0475,0.1735,-1.0989,,0.0533
4316,0.0636,1.0346,0.1735,-1.086,,0.0636
4317,-0.0028,1.0218,0.1864,-1.1118,,0.0028
4318,-0.016,1.0218,0.1864,-1.0989,,0.016
4319,0.0208,0.9961,0.1735,-1.086,,0.0208
4320,0.0294,0.9961,0.1735,-1.0989,,0.0294
4321,0.0112,0.9832,0.1735,-1.1118,,0.0112
4322,0.0284,0.9704,0.1607,-1.086,,0.0284
4323,0.065,0.9704,0.1607,-1.086,,0.065
4324,0.0248,0.9447,0.1607,-1.0732,,0.0248
4325,0.0346,0.9447,0.1607,-1.0603,,0.0346
4326,0.0866,0.9318,0.1735,-1.086,,0.0866
4327,0.1497,0.9318,0.1607,-1.086,,0.1497
4328,0.1658,0.9318,0.1607,-1.086,,0.1658
4329,0.1363,0.9061,0.1478,-1.0732,,0.1363
4330,0.1039,0.8933,0.1607,-1.0732,,0.1039
4331,-0.007,0.8933,0.1478,-1.0732,,0.007
4332,-0.0501,0.8804,0.1607,-1.086,,0.0501
4333,-0.0587,0.8547,0.1607,-1.0732,,0.0587
4334,-0.1242,0.8418,0.1478,-1.0475,,0.1242
4335,-0.0965,0.8418,0.1478,-1.0475,,0.0965
4336,-0.017,0.829,0.135,-1.0475,,0.017
4337,0.0523,0.8161,0.135,-1.0732,,0.0523
4338,0.0991,0.8161,0.135,-1.0603,,0.0991
4339,0.1072,0.8033,0.135,-1.0475,,0.1072
4340,0.0918,0.7904,0.1221,-1.0475,,0.0918
4341,-0.001,0.7776,0.135,-1.0603,,0.001
4342,0.094,0.7776,0.1478,-1.0603,,0.094
4343,0.0065,0.7776,0.1478,-1.0475,,0.0065
4344,-0.0814,0.7647,0.1478,-1.0603,,0.0814
4345,-0.0341,0.7519,0.1478,-1.0603,,0.0341
4346,0.0565,0.7262,0.135,-1.0603,,0.0565
4347,0.0851,0.7262,0.1478,-1.0475,,0.0851
4348,0.1037,0.7133,0.1478,-1.0475,,0.1037
4349,0.0587,0.7005,0.1607,-1.0346,,0.0587
4350,0.1225,0.6876,0.1478,-1.0603,,0.1225
4351,-0.0213,0.6876,0.1607,-1.0475,,0.0213
4352,-0.2489,0.7005,0.1607,-1.0732,,0.2489
4353,-0.3155,0.6876,0.1607,-1.0346,,0.3155
4354,-0.0953,0.6748,0.1607,-1.0603,,0.0953
4355,-0.0219,0.6876,0.1607,-1.0603,,0.0219
4356,-0.0459,0.6619,0.1478,-1.0603,,0.0459
4357,-0.0593,0.6619,0.1607,-1.0732,,0.0593
4358,0.01,0.6748,0.1607,-1.0346,,0.01
4359,0.0773,0.6491,0.1607,-1.0346,,0.0773
4360,0.131,0.6619,0.1735,-1.0603,,0.131
4361,0.1258,0.6491,0.1864,-1.0475,,0.1258
4362,0.0913,0.6491,0.1735,-1.0475,,0.0913
4363,0.0588,0.6362,0.1735,-1.0346,,0.0588
4364,-0.0013,0.6491,0.1864,-1.0732,,0.0013
4365,0.042,0.6362,0.1992,-1.086,,0.042
4366,-0.0581,0.6362,0.1864,-1.0989,,0.0581
4367,-0.0797,0.6234,0.1992,-1.0732,,0.0797
4368,0.0287,0.6362,0.1992,-1.0732,,0.0287
4369,0.1056,0.6362,0.1992,-1.086,,0.1056
4370,0.1415,0.6362,0.1992,-1.086,,0.1415
4371,0.1559,0.6105,0.1992,-1.1118,,0.1559
4372,0.0565,0.6234,0.2121,-1.0989,,0.0565
4373,-0.0785,0.6619,0.2249,-1.0989,,0.0785
4374,-0.0954,0.6362,0.2249,-1.086,,0.0954
4375,-0.036,0.5976,0.2249,-1.086,,0.036
4376,-0.1064,0.6234,0.2249,-1.1375,,0.1064
4377,-0.0913,0.6105,0.2249,-1.1246,,0.0913
4378,-0.0653,0.6234,0.2249,-1.0989,,0.0653
4379,-0.0233,0.6362,0.2378,-1.1246,,0.0233
4380,-0.0192,0.6105,0.2378,-1.0989,,0.0192
4381,-0.0086,0.6105,0.2249,-1.1375,,0.0086
4382,-0.0357,0.6234,0.2506,-1.1375,,0.0357
4383,-0.0152,0.6234,0.2378,-1.1246,,0.0152
4384,0.0489,0.6234,0.2506,-1.1118,,0.0489
4385,0.0992,0.6362,0.2506,-1.1375,,0.0992
4386,0.1141,0.6362,0.2506,-1.1375,,0.1141
4387,0.1286,0.6362,0.2635,-1.1632,,0.1286
4388,0.2107,0.6491,0.2635,-1.1375,,0.2107
4389,0.2127,0.6619,0.2892,-1.1632,,0.2127
4390,0.1312,0.6491,0.302,-1.1503,,0.1312
4391,-0.042,0.6619,0.302,-1.1503,,0.042
4392,-0.1529,0.6876,0.302,-1.1503,,0.1529
4393,-0.1892,0.7005,0.302,-1.1503,,0.1892
4394,-0.2052,0.7005,0.302,-1.1632,,0.2052
4395,-0.0721,0.7005,0.3149,-1.176,,0.0721
4396,0.0018,0.7133,0.3277,-1.1632,,0.0018
4397,0.0966,0.7262,0.3277,-1.1889,,0.0966
4398,0.1493,0.7519,0.3277,-1.1889,,0.1493
4399,0.1028,0.7519,0.3406,-1.1889,,0.1028
4400,0.0479,0.7647,0.3534,-1.1889,,0.0479
4401,0.0364,0.7776,0.3534,-1.2146,,0.0364
4402,0.0262,0.7904,0.3534,-1.2146,,0.0262
4403,-0.0631,0.8033,0.3663,-1.2274,,0.0631
4404,0.05,0.8161,0.3534,-1.1889,,0.05
4405,0.1559,0.829,0.3792,-1.1889,,0.1559
4406,0.1428,0.829,0.3792,-1.2146,,0.1428
4407,0.0516,0.8676,0.3663,-1.2017,,0.0516
4408,-0.0756,0.8804,0.3534,-1.2531,,0.0756
4409,-0.1502,0.8933,0.3663,-1.2274,,0.1502
4410,-0.1061,0.9061,0.3534,-1.2403,,0.1061
4411,-0.2191,0.919,0.3663,-1.2403,,0.2191
4412,-0.1715,0.9318,0.3663,-1.2531,,0.1715
4413,0.0024,0.9575,0.3406,-1.2531,,0.0024
4414,-0.0316,0.9447,0.3534,-1.2531,,0.0316
4415,0.0188,0.9704,0.3534,-1.266,,0.0188
4416,0.0166,0.9832,0.3406,-1.2917,,0.0166
4417,-0.0226,0.9832,0.3406,-1.2917,,0.0226
4418,-0.0626,0.9832,0.3534,-1.2788,,0.0626
4419,-0.0546,0.9961,0.3406,-1.3045,,0.0546
4420,0.0651,1.0089,0.3406,-1.2917,,0.0651
4421,0.1217,1.0089,0.3406,-1.3174,,0.1217
4422,0.1022,1.0218,0.3277,-1.3174,,0.1022
4423,0.0779,1.0218,0.3277,-1.3302,,0.0779
4424,0.0186,1.0218,0.3149,-1.3174,,0.0186
4425,-0.025,1.0346,0.3277,-1.3302,,0.025
4426,0.0231,1.0218,0.302,-1.3174,,0.0231
4427,0.0386,1.0089,0.302,-1.3431,,0.0386
4428,0.0965,0.9961,0.2892,-1.3302,,0.0965
4429,0.0939,1.0089,0.302,-1.3302,,0.0939
4430,0.0376,0.9961,0.302,-1.3302,,0.0376
4431,0.0592,0.9832,0.2892,-1.3431,,0.0592
4432,0.0814,0.9704,0.2892,-1.356,,0.0814
4433,0.0716,0.9704,0.2892,-1.3431,,0.0716
4434,0.0698,0.9447,0.2763,-1.3431,,0.0698
4435,0.0185,0.9318,0.2763,-1.3302,,0.0185
4436,-0.003,0.919,0.2763,-1.3045,,0.003
4437,-0.0935,0.9061,0.2763,-1.3302,,0.0935
4438,-0.1151,0.9061,0.2635,-1.3431,,0.1151
4439,-0.0482,0.8804,0.2763,-1.356,,0.0482
4440,-0.0471,0.8676,0.2635,-1.3302,,0.0471
4441,-0.0838,0.8547,0.2763,-1.3174,,0.0838
4442,-0.0726,0.829,0.2506,-1.3174,,0.0726
4443,-0.0797,0.829,0.2635,-1.3431,,0.0797
4444,-0.0435,0.7904,0.2506,-1.3302,,0.0435
4445,0.1022,0.7776,0.2506,-1.3302,,0.1022
4446,0.148,0.7776,0.2635,-1.3174,,0.148
4447,0.137,0.7519,0.2635,-1.3174,,0.137
4448,0.1236,0.739,0.2506,-1.3302,,0.1236
4449,0.1108,0.7262,0.2506,-1.3174,,0.1108
4450,0.0529,0.7262,0.2635,-1.3045,,0.0529
4451,-0.1263,0.7133,0.2763,-1.3045,,0.1263
4452,-0.2114,0.7005,0.2763,-1.3302,,0.2114
4453,-0.1624,0.7133,0.2763,-1.3302,,0.1624
4454,-0.1262,0.6876,0.2635,-1.3431,,0.1262
4455,-0.0319,0.6876,0.2763,-1.356,,0.0319
4456,0.1269,0.6876,0.2635,-1.3431,,0.1269
4457,0.2276,0.6619,0.2763,-1.3302,,0.2276
4458,0.276,0.6748,0.2763,-1.3174,,0.276
4459,0.2249,0.6619,0.2763,-1.3174,,0.2249
4460,0.1819,0.6491,0.2763,-1.3431,,0.1819
4461,0.0993,0.6491,0.2635,-1.3174,,0.0993
4462,0.0757,0.6619,0.2763,-1.356,,0.0757
4463,0.0698,0.6748,0.2506,-1.3174,,0.0698
4464,0.0557,0.6619,0.2763,-1.3431,,0.0557
4465,0.0646,0.6748,0.2763,-1.3431,,0.0646
4466,0.0683,0.6748,0.2763,-1.2917,,0.0683
4467,-0.0954,0.6748,0.2763,-1.3174,,0.0954
4468,-0.1644,0.7005,0.2763,-1.2788,,0.1644
4469,-0.1595,0.7005,0.2763,-1.3174,,0.1595
4470,-0.1879,0.7133,0.2635,-1.3045,,0.1879
4471,-0.179,0.7262,0.2506,-1.2917,,0.179
4472,-0.1041,0.739,0.2763,-1.3045,,0.1041
4473,-0.1031,0.7519,0.2506,-1.2788,,0.1031
4474,-0.0921,0.7519,0.2635,-1.2531,,0.0921
4475,-0.0979,0.7519,0.2506,-1.2788,,0.0979
4476,-0.117,0.7904,0.2506,-1.2274,,0.117
4477,-0.122,0.7904,0.2506,-1.2531,,0.122
4478,-0.0196,0.829,0.2378,-1.2146,,0.0196
4479,0.0869,0.829,0.2378,-1.2403,,0.0869
4480,0.0583,0.8676,0.2378,-1.2017,,0.0583
4481,0.0453,0.8804,0.2249,-1.2017,,0.0453
4482,0.0512,0.8804,0.2378,-1.1889,,0.0512
4483,0.0949,0.919,0.2249,-1.1632,,0.0949
4484,0.1708,0.919,0.2121,-1.1632,,0.1708
4485,0.0682,0.9318,0.2249,-1.176,,0.0682
4486,0.0413,0.9447,0.1992,-1.176,,0.0413
4487,0.0847,0.9447,0.2121,-1.1889,,0.0847
4488,0.1609,0.9704,0.2121,-1.176,,0.1609
4489,0.1228,0.9704,0.2249,-1.1632,,0.1228
4490,0.0841,0.9832,0.1992,-1.1503,,0.0841
4491,0.0657,0.9832,0.2249,-1.1632,,0.0657
4492,0.0423,1.0089,0.2249,-1.1503,,0.0423
4493,0.0215,1.0346,0.2121,-1.1503,,0.0215
4494,0.0328,1.0089,0.2121,-1.1503,,0.0328
4495,0.0023,1.0218,0.2249,-1.1246,,0.0023
4496,-0.0541,1.0218,0.2249,-1.1632,,0.0541
4497,-0.1236,1.0346,0.2121,-1.1375,,0.1236
4498,-0.1192,1.0475,0.2378,-1.1375,,0.1192
4499,-0.0393,1.0475,0.2121,-1.1246,,0.0393
4500,0.0574,1.0346,0.2249,-1.1118,,0.0574
4501,0.0766,1.0346,0.2249,-1.1246,,0.0766
4502,0.1239,1.0218,0.2121,-1.1118,,0.1239
4503,0.2449,1.0346,0.2378,-1.1118,,0.2449
4504,0.2555,1.0218,0.2249,-1.0732,,0.2555
4505,0.1746,1.0089,0.2121,-1.0989,,0.1746
4506,-0.0089,1.0089,0.2121,-1.086,,0.0089
4507,0.0058,0.9961,0.2378,-1.0603,,0.0058
4508,-0.0075,0.9961,0.2121,-1.0603,,0.0075
4509,-0.0755,0.9832,0.2249,-1.0732,,0.0755
4510,-0.062,0.9961,0.2249,-1.0603,,0.062
4511,-0.0721,0.9704,0.2249,-1.0603,,0.0721
4512,-0.059,0.9832,0.2249,-1.0603,,0.059
4513,-0.0379,0.9961,0.2249,-1.0346,,0.0379
4514,-0.1575,0.9704,0.2249,-1.0475,,0.1575
4515,-0.2524,0.9575,0.2249,-1.0475,,0.2524
4516,-0.2145,0.9447,0.2249,-1.0346,,0.2145
4517,-0.1284,0.9447,0.2121,-1.0218,,0.1284
4518,-0.0814,0.9447,0.2249,-1.0346,,0.0814
4519,-0.0253,0.919,0.2121,-1.0475,,0.0253
4520,0.1292,0.919,0.2121,-1.0089,,0.1292
4521,0.1326,0.9061,0.2249,-1.0475,,0.1326
4522,0.0928,0.9061,0.2249,-1.0475,,0.0928
4523,0.0406,0.8933,0.2121,-1.0475,,0.0406
4524,0.1386,0.9061,0.2121,-1.0346,,0.1386
4525,0.1468,0.9061,0.2121,-1.0346,,0.1468
4526,0.0877,0.8804,0.2121,-1.0346,,0.0877
4527,0.1142,0.8804,0.2249,-1.0218,,0.1142
4528,0.1286,0.919,0.2121,-1.0603,,0.1286
4529,0.1522,0.8804,0.2249,-1.0603,,0.1522
4530,0.1792,0.8676,0.2249,-1.0475,,0.1792
4531,0.0379,0.8804,0.2378,-1.0732,,0.0379
4532,0.0529,0.8804,0.2249,-1.0475,,0.0529
4533,-0.0062,0.8804,0.2249,-1.0475,,0.0062
4534,-0.0599,0.8933,0.2378,-1.0475,,0.0599
4535,-0.065,0.8933,0.2249,-1.0346,,0.065
4536,-0.0716,0.8804,0.2378,-1.0346,,0.0716
4537,-0.0612,0.8676,0.2121,-1.0475,,0.0612
4538,0.0213,0.8933,0.2378,-1.0732,,0.0213
4539,0.1151,0.8804,0.2378,-1.0475,,0.1151
4540,0.1838,0.9061,0.2378,-1.0603,,0.1838
4541,0.1936,0.9061,0.2249,-1.0603,,0.1936
4542,0.1581,0.919,0.2249,-1.0603,,0.1581
4543,0.0969,0.9061,0.2249,-1.0603,,0.0969
4544,0.0356,0.919,0.2249,-1.0346,,0.0356
4545,-0.1874,0.9061,0.2378,-1.0603,,0.1874
4546,-0.1796,0.919,0.2378,-1.0603,,0.1796
4547,-0.1244,0.919,0.2378,-1.0603,,0.1244
4548,-0.1107,0.9061,0.2249,-1.0603,,0.1107
4549,-0.0939,0.9318,0.2249,-1.086,,0.0939
4550,-0.0428,0.919,0.2378,-1.086,,0.0428
4551,-0.0136,0.919,0.2249,-1.0732,,0.0136
4552,0.0266,0.9318,0.2249,-1.0732,,0.0266
4553,0.0543,0.919,0.2249,-1.0603,,0.0543
4554,0.0439,0.9318,0.2121,-1.0603,,0.0439
4555,0.0222,0.9447,0.2121,-1.0732,,0.0222
4556,0.0189,0.9318,0.2121,-1.086,,0.0189
4557,-0.0305,0.9447,0.2121,-1.0989,,0.0305
4558,0.0732,0.9447,0.2121,-1.0989,,0.0732
4559,0.0622,0.9704,0.2249,-1.0989,,0.0622
4560,0.0409,0.9704,0.2249,-1.0732,,0.0409
4561,0.0773,0.9704,0.1992,-1.086,,0.0773
4562,0.1305,0.9832,0.1992,-1.0989,,0.1305
4563,0.1169,0.9832,0.2121,-1.086,,0.1169
4564,0.0705,0.9961,0.1864,-1.086,,0.0705
4565,0.0446,0.9832,0.1992,-1.1118,,0.0446
4566,0.0434,0.9961,0.2121,-1.0603,,0.0434
4567,-0.0708,0.9961,0.1864,-1.0732,,0.0708
4568,-0.079,0.9961,0.1992,-1.0989,,0.079
4569,-0.0149,1.0089,0.1992,-1.086,,0.0149
4570,-0.0002,1.0089,0.1992,-1.086,,0.0002
4571,-0.014,1.0218,0.1992,-1.0732,,0.014
4572,-0.0021,1.0218,0.1992,-1.0732,,0.0021
4573,0.0771,1.0475,0.1864,-1.0732,,0.0771
4574,0.0929,1.0346,0.1992,-1.0732,,0.0929
4575,0.0916,1.0089,0.2121,-1.0603,,0.0916
4576,0.0905,1.0346,0.1992,-1.0732,,0.0905
4577,0.0519,1.0218,0.2121,-1.0732,,0.0519
4578,0.0655,1.0218,0.2121,-1.0732,,0.0655
4579,-0.1705,1.0218,0.2249,-1.0603,,0.1705
4580,-0.2991,1.0218,0.2121,-1.0346,,0.2991
4581,-0.0944,1.0218,0.2249,-1.0346,,0.0944
4582,-0.0886,0.9832,0.2249,-1.0346,,0.0886
4583,-0.096,1.0089,0.2121,-1.0346,,0.096
4584,-0.2085,0.9961,0.2121,-1.0346,,0.2085
4585,-0.2433,0.9832,0.2378,-1.0475,,0.2433
4586,-0.2331,0.9832,0.2249,-1.0346,,0.2331
4587,-0.0053,0.9704,0.2249,-1.0089,,0.0053
4588,0.2299,0.9575,0.2249,-1.0089,,0.2299
4589,0.336,0.9575,0.2249,-1.0218,,0.336
4590,0.3661,0.9447,0.2378,-1.0089,,0.3661
4591,0.3169,0.919,0.2378,-1.0089,,0.3169
4592,0.2466,0.919,0.2378,-0.9961,,0.2466
4593,0.1815,0.9061,0.2249,-0.9961,,0.1815
4594,0.064,0.8933,0.2378,-1.0089,,0.064
4595,0.0577,0.8804,0.2249,-1.0089,,0.0577
4596,0.0133,0.8676,0.2378,-0.9961,,0.0133
4597,0.0455,0.8547,0.2506,-0.9961,,0.0455
4598,0.0247,0.8804,0.2378,-0.9961,,0.0247
4599,-0.1546,0.829,0.2378,-0.9961,,0.1546
4600,-0.1953,0.8161,0.2378,-0.9832,,0.1953
4601,-0.107,0.829,0.2378,-0.9832,,0.107
4602,-0.1174,0.8161,0.2121,-0.9961,,0.1174
4603,-0.2214,0.8033,0.2249,-0.9832,,0.2214
4604,-0.2744,0.7904,0.2378,-0.9832,,0.2744
4605,-0.2442,0.7904,0.2506,-0.9832,,0.2442
4606,-0.1548,0.7904,0.2249,-0.9961,,0.1548
4607,-0.0818,0.8033,0.2249,-0.9961,,0.0818
4608,-0.0014,0.7776,0.2378,-0.9832,,0.0014
4609,0.0684,0.7776,0.2378,-0.9575,,0.0684
4610,0.1871,0.7904,0.2249,-0.9832,,0.1871
4611,0.3344,0.7904,0.2249,-1.0089,,0.3344
4612,0.3676,0.7904,0.2249,-0.9832,,0.3676
4613,0.2281,0.8033,0.2249,-0.9704,,0.2281
4614,0.0793,0.8033,0.2249,-0.9704,,0.0793
4615,-0.0158,0.8033,0.2249,-0.9832,,0.0158
4616,-0.0332,0.7904,0.2249,-0.9704,,0.0332
4617,0.0062,0.8161,0.2249,-0.9832,,0.0062
4618,-0.0485,0.829,0.2249,-0.9961,,0.0485
4619,0.0936,0.8418,0.2121,-0.9961,,0.0936
4620,0.1002,0.8676,0.2378,-0.9961,,0.1002
4621,0.0803,0.8676,0.2249,-1.0218,,0.0803
4622,0.092,0.8804,0.2249,-1.0218,,0.092
4623,0.0618,0.9061,0.2121,-1.0218,,0.0618
4624,-0.0141,0.919,0.2121,-1.0089,,0.0141
4625,0.0554,0.9447,0.1864,-1.0346,,0.0554
4626,0.0471,0.9704,0.1992,-1.0346,,0.0471
4627,0.001,0.9704,0.1992,-1.0475,,0.001
4628,-0.0489,1.0218,0.1992,-1.0475,,0.0489
4629,-0.0931,1.0089,0.1735,-1.0603,,0.0931
4630,-0.0628,1.0218,0.1735,-1.0603,,0.0628
4631,-0.0778,1.0475,0.1735,-1.0603,,0.0778
4632,-0.0606,1.0603,0.1607,-1.0732,,0.0606
4633,-0.0301,1.086,0.1607,-1.0989,,0.0301
4634,-0.1116,1.1118,0.1478,-1.1118,,0.1116
4635,-0.0793,1.1246,0.1478,-1.1246,,0.0793
4636,-0.028,1.1375,0.135,-1.1246,,0.028
4637,-0.0251,1.1503,0.135,-1.1246,,0.0251
4638,0.0484,1.1632,0.135,-1.1503,,0.0484
4639,0.1321,1.1889,0.135,-1.1503,,0.1321
4640,0.1972,1.1889,0.135,-1.176,,0.1972
4641,0.2653,1.2017,0.135,-1.2146,,0.2653
4642,0.3078,1.2146,0.1478,-1.2146,,0.3078
4643,0.1894,1.2403,0.1607,-1.2274,,0.1894
4644,0.0606,1.2017,0.1478,-1.2531,,0.0606
4645,0.0442,1.1889,0.1478,-1.2788,,0.0442
4646,-0.0429,1.2017,0.1607,-1.3045,,0.0429
4647,-0.238,1.2017,0.1864,-1.3045,,0.238
4648,-0.1918,1.2017,0.1864,-1.3174,,0.1918
4649,-0.065,1.2017,0.1992,-1.3174,,0.065
4650,-0.0242,1.2017,0.2121,-1.3302,,0.0242
4651,0.0174,1.2017,0.2249,-1.3431,,0.0174
4652,0.0042,1.2017,0.2378,-1.3302,,0.0042
4653,-0.0365,1.2017,0.2506,-1.3431,,0.0365
4654,-0.0885,1.1889,0.2635,-1.3431,,0.0885
4655,-0.1479,1.1889,0.2506,-1.3302,,0.1479
4656,-0.1744,1.1889,0.2635,-1.356,,0.1744
4657,-0.0918,1.1889,0.2506,-1.3302,,0.0918
4658,-0.0557,1.176,0.2635,-1.3302,,0.0557
4659,-0.0515,1.1632,0.2635,-1.2917,,0.0515
4660,0.0051,1.1503,0.2506,-1.3045,,0.0051
4661,0.0834,1.1503,0.2635,-1.3174,,0.0834
4662,0.0806,1.1503,0.2506,-1.3045,,0.0806
4663,0.0042,1.1632,0.2506,-1.2917,,0.0042
4664,0.0005,1.1375,0.2506,-1.2917,,0.0005
4665,0.101,1.1246,0.2378,-1.266,,0.101
4666,0.1636,1.1246,0.2378,-1.2788,,0.1636
4667,0.2209,1.0989,0.2249,-1.2403,,0.2209
4668,0.2495,1.1246,0.2121,-1.2403,,0.2495
4669,0.2379,1.1246,0.2121,-1.2531,,0.2379
4670,0.1228,1.1118,0.1992,-1.2531,,0.1228
4671,-0.1881,1.0989,0.1864,-1.2146,,0.1881
4672,-0.3029,1.0989,0.1735,-1.2274,,0.3029
4673,-0.1235,1.0989,0.1735,-1.2146,,0.1235
4674,0.0034,1.086,0.1735,-1.2531,,0.0034
4675,0.048,1.0989,0.1735,-1.2146,,0.048
4676,0.0694,1.0732,0.1607,-1.2274,,0.0694
4677,0.0719,1.0732,0.1607,-1.2146,,0.0719
4678,0.0175,1.0603,0.135,-1.2274,,0.0175
4679,-0.0272,1.086,0.135,-1.2017,,0.0272
4680,-0.017,1.0732,0.1478,-1.2403,,0.017
4681,0.0005,1.0603,0.135,-1.2531,,0.0005
4682,-0.0367,1.0475,0.1221,-1.2274,,0.0367
4683,-0.0784,1.086,0.135,-1.266,,0.0784
4684,-0.1247,1.0732,0.1221,-1.2917,,0.1247
4685,-0.1159,1.0603,0.1221,-1.2788,,0.1159
4686,-0.0735,1.0732,0.1221,-1.2917,,0.0735
4687,-0.0398,1.0732,0.1092,-1.3174,,0.0398
4688,-0.1038,1.0732,0.1221,-1.3302,,0.1038
4689,0.0524,1.0475,0.1221,-1.3431,,0.0524
4690,0.1983,1.0475,0.135,-1.3302,,0.1983
4691,0.1184,1.0475,0.1478,-1.3302,,0.1184
4692,0.0672,1.0346,0.1607,-1.3431,,0.0672
4693,0.0565,1.0475,0.1607,-1.2917,,0.0565
4694,0.0256,1.0346,0.1735,-1.2917,,0.0256
4695,0.0042,1.0346,0.1864,-1.2531,,0.0042
