製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,,
467,0.1042,0.5462,-0.3277,0.6876,,0.1042
468,0.1778,0.4563,-0.3534,0.7262,,0.1778
469,0.2658,0.4177,-0.392,0.7262,,0.2658
470,0.1477,0.3534,-0.3792,0.739,,0.1477
471,-0.0434,0.302,-0.392,0.7904,,0.0434
472,-0.1548,0.2635,-0.392,0.8033,,0.1548
473,-0.2358,0.2249,-0.3663,0.7904,,0.2358
474,-0.11,0.1478,-0.3406,0.8033,,0.11
475,-0.0097,0.0964,-0.302,0.8161,,0.0097
476,-0.1829,0.0578,-0.2506,0.8547,,0.1829
477,-0.0768,0.0064,-0.2249,0.8547,,0.0768
478,-0.064,-0.0321,-0.1864,0.8547,,0.064
479,-0.0367,-0.0835,-0.1478,0.829,,0.0367
480,0.0105,-0.1092,-0.1092,0.8161,,0.0105
481,-0.0352,-0.1478,-0.0578,0.8033,,0.0352
482,-0.1396,-0.1607,-0.0064,0.7647,,0.1396
483,-0.2751,-0.1864,0.0321,0.7262,,0.2751
484,-0.303,-0.1864,0.0707,0.6362,,0.303
485,-0.2794,-0.1992,0.1092,0.5591,,0.2794
486,-0.0755,-0.1992,0.135,0.4434,,0.0755
487,-0.0467,-0.1864,0.1607,0.3406,,0.0467
488,0.0534,-0.1478,0.1864,0.1864,,0.0534
489,0.2123,-0.1478,0.2121,0.1092,,0.2123
490,0.2865,-0.135,0.2249,-0.045,,0.2865
491,-0.3603,-0.0964,0.2378,-0.1864,,0.3603
492,-0.7741,-0.0578,0.2378,-0.3277,,0.7741
493,-1.0328,0.0064,0.2121,-0.4563,,1.0328
494,-0.9385,0.0835,0.1992,-0.6105,,0.9385
495,-0.6591,0.1221,0.1735,-0.7647,,0.6591
496,0.0705,0.1992,0.135,-0.9061,,0.0705
497,0.7561,0.2892,0.0964,-1.0089,,0.7561
498,1.1277,0.392,0.045,-1.1246,,1.1277
499,1.2644,0.482,-0.0064,-1.2788,,1.2644
500,0.9144,0.5848,-0.0835,-1.4202,,0.9144
501,0.532,0.7133,-0.1607,-1.5616,,0.532
502,0.0819,0.829,-0.2378,-1.7158,,0.0819
503,-0.336,1.0089,-0.302,-1.8829,,0.336
504,-0.4584,1.1246,-0.392,-2.0886,,0.4584
505,-0.2305,1.2917,-0.4434,-2.3199,,0.2305
506,0.0049,1.4845,-0.5205,-2.577,,0.0049
507,0.3514,1.6901,-0.5976,-2.8597,,0.3514
508,0.6172,1.9343,-0.6748,-3.1296,,0.6172
509,0.7593,2.1785,-0.739,-3.3867,,0.7593
510,0.5091,2.4356,-0.8033,-3.6309,,0.5091
511,-0.0023,2.6669,-0.8933,-3.7465,,0.0023
512,-0.4787,2.8854,-0.9575,-3.7594,,0.4787
513,-0.4898,3.0654,-1.0475,-3.6309,,0.4898
514,-0.0695,3.2067,-1.1246,-3.3867,,0.0695
515,0.1972,3.3096,-1.176,-3.0654,,0.1972
516,-0.4172,3.3738,-1.2146,-2.6541,,0.4172
517,-1.4305,3.4381,-1.2274,-2.2299,,1.4305
518,-2.2751,3.4638,-1.2274,-1.8186,,2.2751
519,-2.2024,3.3867,-1.176,-1.356,,2.2024
520,-0.8615,3.3096,-1.1118,-0.9575,,0.8615
521,0.7238,3.2067,-0.9961,-0.5976,,0.7238
522,0.9241,3.0525,-0.8804,-0.3149,,0.9241
523,0.3749,2.8983,-0.739,-0.1607,,0.3749
524,-0.2621,2.7183,-0.5591,-0.045,,0.2621
525,0.1006,2.5384,-0.3792,-0.0321,,0.1006
526,0.886,2.3842,-0.1864,-0.0707,,0.886
527,1.3471,2.2813,0.0064,-0.1735,,1.3471
528,1.1174,2.1657,0.1864,-0.2506,,1.1174
529,0.5942,2.0628,0.3663,-0.2763,,0.5942
530,0.7359,1.9215,0.5205,-0.2506,,0.7359
531,0.1108,1.7672,0.6748,-0.1864,,0.1108
532,-1.3885,1.6259,0.8161,-0.1864,,1.3885
533,-2.4001,1.3945,0.9704,-0.1607,,2.4001
534,-2.4001,1.1503,1.1246,-0.2506,,2.4001
535,-0.5052,0.919,1.2917,-0.4177,,0.5052
536,1.6434,0.7005,1.4588,-0.6748,,1.6434
537,1.9445,0.4691,1.613,-1.0089,,1.9445
538,1.5789,0.2763,1.7287,-1.3431,,1.5789
539,1.008,0.0835,1.8058,-1.6644,,1.008
540,0.9356,-0.1092,1.8572,-1.8829,,0.9356
541,0.2345,-0.3663,1.8186,-1.9857,,0.2345
542,-0.3586,-0.6491,1.7415,-1.9472,,0.3586
543,-1.704,-1.0089,1.6002,-1.8572,,1.704
544,-2.4001,-1.3302,1.4202,-1.7287,,2.4001
545,-2.4001,-1.7544,1.266,-1.613,,2.4001
546,-1.1445,-2.1657,1.0989,-1.5744,,1.1445
547,0.4447,-2.4613,0.9061,-1.613,,0.4447
548,1.1332,-2.7312,0.7519,-1.6901,,1.1332
549,1.8048,-3.0654,0.6362,-1.7929,,1.8048
550,1.0812,-3.361,0.5719,-1.8572,,1.0812
551,0.3429,-3.6823,0.5205,-1.8829,,0.3429
552,0.0333,-3.8879,0.482,-1.8829,,0.0333
553,0.764,-4.0807,0.4563,-1.8315,,0.764
554,1.416,-4.2092,0.4049,-1.7415,,1.416
555,0.2771,-4.2607,0.3792,-1.6644,,0.2771
556,-0.3886,-4.2735,0.3406,-1.5873,,0.3886
557,-1.6376,-4.2349,0.3277,-1.523,,1.6376
558,-0.6295,-4.1321,0.2892,-1.4845,,0.6295
559,0.7192,-3.9907,0.2763,-1.4588,,0.7192
560,1.7438,-3.8108,0.302,-1.4202,,1.7438
561,1.8744,-3.6566,0.3277,-1.3688,,1.8744
562,0.8992,-3.4381,0.392,-1.3817,,0.8992
563,0.1927,-3.2324,0.4177,-1.3945,,0.1927
564,0.5322,-3.0268,0.482,-1.4202,,0.5322
565,0.4782,-2.8083,0.5334,-1.4588,,0.4782
566,0.3939,-2.6027,0.6105,-1.5487,,0.3939
567,-0.9364,-2.3842,0.6619,-1.613,,0.9364
568,-2.4001,-2.1785,0.7005,-1.703,,2.4001
569,-2.4001,-1.9472,0.7262,-1.8186,,2.4001
570,-1.1083,-1.7415,0.739,-1.9343,,1.1083
571,0.9029,-1.523,0.7262,-2.05,,0.9029
572,2.4,-1.3174,0.7133,-2.14,,2.4
573,2.4,-1.0989,0.6619,-2.1914,,2.4
574,1.605,-0.9447,0.6234,-2.2171,,1.605
575,0.8526,-0.7904,0.5976,-2.2171,,0.8526
576,-0.1496,-0.6362,0.5591,-2.1785,,0.1496
577,-0.9951,-0.5077,0.5205,-2.2171,,0.9951
578,-1.1604,-0.3792,0.482,-2.1914,,1.1604
579,-1.4774,-0.2892,0.4563,-2.2042,,1.4774
580,-1.4482,-0.1864,0.4434,-2.1914,,1.4482
581,-0.6943,-0.1092,0.4306,-2.2171,,0.6943
582,0.9439,-0.0064,0.4434,-2.2299,,0.9439
583,2.0525,0.0707,0.4563,-2.2556,,2.0525
584,2.3238,0.1607,0.4691,-2.307,,2.3238
585,1.9408,0.2249,0.4691,-2.3328,,1.9408
586,1.0758,0.302,0.482,-2.2942,,1.0758
587,0.7332,0.3792,0.4948,-2.307,,0.7332
588,0.547,0.4691,0.5205,-2.2942,,0.547
589,0.4491,0.5205,0.5077,-2.2685,,0.4491
590,0.2816,0.5719,0.5462,-2.2171,,0.2816
591,0.1264,0.6362,0.5848,-2.2299,,0.1264
592,-0.2896,0.7133,0.5976,-2.1914,,0.2896
593,-0.548,0.7519,0.6105,-2.2042,,0.548
594,-0.6641,0.8161,0.6362,-2.1914,,0.6641
595,-0.7846,0.8676,0.6234,-2.1914,,0.7846
596,-0.7111,0.9061,0.6362,-2.1528,,0.7111
597,-0.285,0.9447,0.6491,-2.1914,,0.285
598,0.0135,0.9575,0.6362,-2.2042,,0.0135
599,0.0035,0.9961,0.6491,-2.2042,,0.0035
600,-0.2525,1.0218,0.6362,-2.1914,,0.2525
601,-0.4141,1.0475,0.6234,-2.2042,,0.4141
602,-0.581,1.0732,0.6234,-2.2042,,0.581
603,-1.5053,1.1246,0.5976,-2.1914,,1.5053
604,-1.9556,1.0989,0.5591,-2.2171,,1.9556
605,-1.434,1.1118,0.5591,-2.1785,,1.434
606,-0.1793,1.1118,0.5462,-2.1528,,0.1793
607,0.7182,1.1118,0.5334,-2.1271,,0.7182
608,1.1017,1.1246,0.5205,-2.1014,,1.1017
609,1.0523,1.1246,0.482,-2.0757,,1.0523
610,0.6994,1.1375,0.4691,-2.0628,,0.6994
611,-0.7254,1.1375,0.4306,-2.0114,,0.7254
612,-1.1806,1.1375,0.4177,-1.9472,,1.1806
613,-1.246,1.1375,0.4049,-1.9086,,1.246
614,-0.0087,1.1375,0.3792,-1.8572,,0.0087
615,1.361,1.1632,0.3792,-1.8315,,1.361
616,1.9813,1.1632,0.3534,-1.7672,,1.9813
617,1.9272,1.2017,0.3406,-1.7415,,1.9272
618,0.8986,1.2403,0.3406,-1.703,,0.8986
619,-0.877,1.2274,0.3277,-1.6773,,0.877
620,-1.3646,1.2403,0.3406,-1.6516,,1.3646
621,-0.7186,1.2531,0.3277,-1.6002,,0.7186
622,0.3478,1.266,0.3406,-1.5744,,0.3478
623,1.1358,1.2917,0.3406,-1.5616,,1.1358
624,1.2203,1.3174,0.3277,-1.5359,,1.2203
625,0.8879,1.3431,0.3149,-1.5102,,0.8879
626,0.2506,1.356,0.2892,-1.4588,,0.2506
627,-1.0472,1.3688,0.302,-1.4202,,1.0472
628,-1.6798,1.3945,0.2892,-1.4202,,1.6798
629,-1.2626,1.3817,0.2635,-1.3945,,1.2626
630,-0.3832,1.4202,0.2635,-1.3688,,0.3832
631,0.5394,1.4202,0.2763,-1.3431,,0.5394
632,0.9916,1.4588,0.2506,-1.3302,,0.9916
633,0.775,1.4716,0.2378,-1.3174,,0.775
634,0.1687,1.4845,0.2249,-1.2917,,0.1687
635,-0.0108,1.4845,0.2249,-1.2917,,0.0108
636,0.0005,1.4973,0.1992,-1.2531,,0.0005
637,0.0951,1.4973,0.1992,-1.2274,,0.0951
638,0.2682,1.4973,0.1735,-1.2146,,0.2682
639,0.2532,1.5102,0.1735,-1.1632,,0.2532
640,0.1329,1.5102,0.135,-1.1503,,0.1329
641,0.003,1.523,0.1221,-1.1118,,0.003
642,0.0138,1.5102,0.1092,-1.0989,,0.0138
643,-0.0693,1.5359,0.0835,-1.0732,,0.0693
644,-0.1214,1.5487,0.0578,-1.0218,,0.1214
645,-0.1124,1.5487,0.0321,-1.0089,,0.1124
646,-0.0929,1.5616,0.0064,-0.9704,,0.0929
647,-0.0567,1.5873,-0.0321,-0.9575,,0.0567
648,-0.016,1.6259,-0.0707,-0.9447,,0.016
649,-0.0012,1.6644,-0.0964,-0.8933,,0.0012
650,0.0079,1.6901,-0.135,-0.8804,,0.0079
651,-0.0559,1.7158,-0.1607,-0.8161,,0.0559
652,-0.143,1.7544,-0.1992,-0.8418,,0.143
653,-0.1518,1.7801,-0.2249,-0.8161,,0.1518
654,-0.1488,1.8186,-0.2378,-0.7904,,0.1488
655,-0.1474,1.8315,-0.2635,-0.7776,,0.1474
656,-0.1164,1.8829,-0.302,-0.7647,,0.1164
657,-0.036,1.9215,-0.3277,-0.7262,,0.036
658,-0.0208,1.9472,-0.3663,-0.7262,,0.0208
659,-0.0262,1.9857,-0.3792,-0.6748,,0.0262
660,-0.072,2.0371,-0.392,-0.6748,,0.072
661,-0.1031,2.0628,-0.4177,-0.6619,,0.1031
662,-0.0724,2.1143,-0.4434,-0.6234,,0.0724
663,-0.0196,2.1528,-0.482,-0.6105,,0.0196
664,-0.0153,2.2171,-0.5077,-0.5591,,0.0153
665,0.0146,2.2685,-0.5462,-0.5462,,0.0146
666,0.0795,2.2942,-0.5719,-0.5205,,0.0795
667,0.2035,2.307,-0.6105,-0.4948,,0.2035
668,0.2301,2.3199,-0.6234,-0.4563,,0.2301
669,0.1556,2.2942,-0.6491,-0.4306,,0.1556
670,-0.0142,2.2942,-0.6619,-0.392,,0.0142
671,-0.1979,2.2428,-0.6876,-0.3534,,0.1979
672,-0.2396,2.2171,-0.7262,-0.3534,,0.2396
673,-0.3605,2.2299,-0.7647,-0.3406,,0.3605
674,-0.3288,2.1785,-0.7904,-0.3277,,0.3288
675,-0.1924,2.1657,-0.8161,-0.3149,,0.1924
676,-0.0859,2.1014,-0.8161,-0.3149,,0.0859
677,-0.0085,2.0243,-0.8161,-0.302,,0.0085
678,0.0347,1.96,-0.8033,-0.3149,,0.0347
679,0.0768,1.8572,-0.8033,-0.3149,,0.0768
680,0.0792,1.8058,-0.8033,-0.3149,,0.0792
681,0.0983,1.7544,-0.8033,-0.3277,,0.0983
682,0.1164,1.7158,-0.7904,-0.3277,,0.1164
683,0.098,1.6901,-0.7904,-0.3277,,0.098
684,0.0563,1.6644,-0.7904,-0.2892,,0.0563
685,0.001,1.6259,-0.7904,-0.2892,,0.001
686,0.0233,1.613,-0.7776,-0.2378,,0.0233
687,-0.0814,1.6002,-0.7776,-0.2378,,0.0814
688,-0.1715,1.5873,-0.7647,-0.2121,,0.1715
689,-0.1353,1.523,-0.7519,-0.2121,,0.1353
690,-0.0902,1.4716,-0.7133,-0.1992,,0.0902
691,-0.082,1.4331,-0.7005,-0.1992,,0.082
692,-0.088,1.4074,-0.6619,-0.1992,,0.088
693,-0.0086,1.356,-0.6234,-0.1992,,0.0086
694,0.0609,1.3174,-0.5976,-0.1992,,0.0609
695,0.11,1.2788,-0.5591,-0.2249,,0.11
696,0.1753,1.2531,-0.5205,-0.2378,,0.1753
697,0.1871,1.2017,-0.482,-0.2635,,0.1871
698,0.098,1.1632,-0.4434,-0.302,,0.098
699,-0.0296,1.1375,-0.392,-0.3277,,0.0296
700,-0.0111,1.1118,-0.3406,-0.3663,,0.0111
701,0.0159,1.0475,-0.3149,-0.4177,,0.0159
702,-0.0393,1.0346,-0.2635,-0.4691,,0.0393
703,-0.0554,1.0089,-0.2506,-0.482,,0.0554
704,-0.0037,0.9704,-0.1992,-0.5205,,0.0037
705,0.0373,0.9318,-0.1735,-0.5976,,0.0373
706,-0.0021,0.9061,-0.1221,-0.6619,,0.0021
707,-0.0113,0.8676,-0.0835,-0.6748,,0.0113
708,0.0957,0.8547,-0.0578,-0.7133,,0.0957
709,-0.1074,0.829,-0.0321,-0.7904,,0.1074
710,-0.2328,0.8161,0.0064,-0.8418,,0.2328
711,-0.185,0.7776,0.0321,-0.8804,,0.185
712,-0.2233,0.739,0.045,-0.919,,0.2233
713,-0.298,0.7005,0.045,-0.9575,,0.298
714,-0.0331,0.6234,0.0835,-1.0089,,0.0331
715,0.0787,0.5719,0.1092,-1.086,,0.0787
716,0.1417,0.4948,0.135,-1.1375,,0.1417
717,0.1048,0.4306,0.1478,-1.2146,,0.1048
718,0.0192,0.3534,0.1735,-1.2788,,0.0192
719,0.0506,0.2506,0.1992,-1.3688,,0.0506
720,0.0212,0.1607,0.2635,-1.4202,,0.0212
721,-0.0516,0.0707,0.2892,-1.4588,,0.0516
722,0.0267,-0.0321,0.3406,-1.5873,,0.0267
723,0.1022,-0.135,0.4049,-1.6644,,0.1022
724,0.0684,-0.2121,0.4563,-1.7929,,0.0684
725,-0.0105,-0.2892,0.5077,-1.8829,,0.0105
726,-0.0647,-0.3663,0.5591,-1.9986,,0.0647
727,-0.1272,-0.4563,0.5976,-2.1271,,0.1272
728,-0.0767,-0.5462,0.6234,-2.2685,,0.0767
729,-0.0779,-0.6362,0.6491,-2.397,,0.0779
730,-0.0982,-0.739,0.6748,-2.4741,,0.0982
731,-0.0771,-0.8418,0.7005,-2.5641,,0.0771
732,-0.0254,-0.9447,0.6876,-2.6541,,0.0254
733,0.0063,-1.0475,0.6491,-2.7183,,0.0063
734,-0.0503,-1.1632,0.6491,-2.7955,,0.0503
735,-0.1219,-1.2788,0.6362,-2.8083,,0.1219
736,-0.166,-1.4202,0.6105,-2.8469,,0.166
737,-0.1554,-1.5487,0.5848,-2.834,,0.1554
738,-0.1493,-1.6901,0.5719,-2.834,,0.1493
739,-0.0853,-1.8444,0.5591,-2.8212,,0.0853
740,-0.0093,-1.9729,0.5462,-2.7955,,0.0093
741,0.1146,-2.1143,0.5205,-2.7569,,0.1146
742,0.1649,-2.2556,0.5205,-2.7183,,0.1649
743,0.1257,-2.3585,0.5077,-2.6412,,0.1257
744,0.0964,-2.5127,0.5077,-2.5512,,0.0964
745,0.1059,-2.6541,0.5205,-2.4356,,0.1059
746,0.0356,-2.7697,0.5077,-2.3456,,0.0356
747,0.0098,-2.8854,0.5077,-2.2171,,0.0098
748,0.0435,-2.9882,0.4948,-2.0757,,0.0435
749,0.0311,-3.0782,0.482,-1.9729,,0.0311
750,-0.1014,-3.1682,0.482,-1.8572,,0.1014
751,-0.0607,-3.271,0.482,-1.6773,,0.0607
752,0.0233,-3.3353,0.4691,-1.5102,,0.0233
753,-0.0913,-3.3995,0.4691,-1.3302,,0.0913
754,-0.0387,-3.4509,0.4434,-1.1632,,0.0387
755,0.0291,-3.5023,0.4177,-0.9575,,0.0291
756,0.0547,-3.5023,0.392,-0.7647,,0.0547
757,0.027,-3.4766,0.3792,-0.5719,,0.027
758,0.039,-3.3995,0.3406,-0.4049,,0.039
759,0.019,-3.361,0.3406,-0.2249,,0.019
760,-0.0499,-3.2581,0.3277,-0.1478,,0.0499
761,-0.0031,-3.1296,0.3663,-0.0835,,0.0031
762,0.0638,-2.9497,0.3792,-0.0707,,0.0638
763,0.0778,-2.744,0.4306,-0.0707,,0.0778
764,0.0962,-2.5127,0.482,-0.1992,,0.0962
765,0.1033,-2.2556,0.5462,-0.3406,,0.1033
766,0.0955,-1.9729,0.6234,-0.5205,,0.0955
767,0.1906,-1.6387,0.6876,-0.7133,,0.1906
768,0.2419,-1.3174,0.7519,-0.9318,,0.2419
769,0.2123,-0.9961,0.8418,-1.1246,,0.2123
770,0.1258,-0.6748,0.8804,-1.2917,,0.1258
771,0.1275,-0.3534,0.9575,-1.4202,,0.1275
772,0.0311,-0.1092,1.086,-1.523,,0.0311
773,-0.0556,0.2378,1.176,-1.6259,,0.0556
774,-0.269,0.4049,1.266,-1.6901,,0.269
775,-0.5268,0.6234,1.3817,-1.7158,,0.5268
776,-0.4268,0.8418,1.4588,-1.7158,,0.4268
777,-0.2161,1.0603,1.5102,-1.6901,,0.2161
778,-0.0605,1.2788,1.523,-1.6387,,0.0605
779,0.0515,1.4588,1.523,-1.6002,,0.0515
780,0.1425,1.6387,1.523,-1.5487,,0.1425
781,0.159,1.8315,1.4973,-1.4973,,0.159
782,0.2031,1.9986,1.4588,-1.4331,,0.2031
783,0.2956,2.1785,1.3945,-1.4202,,0.2956
784,0.3173,2.3199,1.356,-1.4459,,0.3173
785,0.2337,2.4613,1.3045,-1.4973,,0.2337
786,0.173,2.5898,1.2403,-1.5616,,0.173
787,0.1506,2.7312,1.1503,-1.6644,,0.1506
788,0.0726,2.8597,1.0989,-1.7801,,0.0726
789,0.0642,2.9754,0.9961,-1.9729,,0.0642
790,-0.0503,3.0782,0.9061,-2.14,,0.0503
791,-0.1371,3.181,0.7904,-2.2942,,0.1371
792,-0.2371,3.271,0.6876,-2.5255,,0.2371
793,-0.2657,3.361,0.5591,-2.744,,0.2657
794,-0.2987,3.4509,0.4434,-2.9754,,0.2987
795,-0.2862,3.4895,0.3149,-3.2196,,0.2862
796,-0.1734,3.5409,0.1992,-3.4638,,0.1734
797,-0.1207,3.5538,0.0964,-3.6694,,0.1207
798,-0.0877,3.5538,0.0064,-3.8237,,0.0877
799,-0.0679,3.5666,-0.0707,-3.965,,0.0679
800,0.2482,3.5666,-0.1221,-4.0165,,0.2482
801,0.702,3.5538,-0.1864,-4.0165,,0.702
802,0.9076,3.5666,-0.2378,-3.9393,,0.9076
803,0.697,3.5795,-0.302,-3.8108,,0.697
804,0.3854,3.5409,-0.3534,-3.618,,0.3854
805,0.1955,3.5023,-0.4177,-3.3867,,0.1955
806,0.0105,3.4638,-0.4563,-3.1168,,0.0105
807,-0.2477,3.3995,-0.5205,-2.8597,,0.2477
808,-0.3828,3.3738,-0.5462,-2.6798,,0.3828
809,-0.4033,3.2967,-0.5848,-2.5255,,0.4033
810,-0.2057,3.2324,-0.6234,-2.4099,,0.2057
811,0.0131,3.1296,-0.6234,-2.307,,0.0131
812,0.0333,3.0525,-0.5848,-2.2556,,0.0333
813,0.0243,2.9497,-0.5462,-2.1785,,0.0243
814,-0.0089,2.8212,-0.482,-2.1657,,0.0089
815,-0.0508,2.7055,-0.4306,-2.14,,0.0508
816,-0.0789,2.5898,-0.3406,-2.1271,,0.0789
817,-0.1296,2.4613,-0.2763,-2.0757,,0.1296
818,-0.1986,2.3842,-0.2121,-2.0371,,0.1986
819,-0.1877,2.2556,-0.1607,-1.96,,0.1877
820,-0.0247,2.14,-0.1092,-1.9215,,0.0247
821,0.0481,2.0371,-0.0578,-1.8058,,0.0481
822,0.1573,1.9343,-0.0064,-1.7158,,0.1573
823,0.1973,1.8315,0.0193,-1.6259,,0.1973
824,0.241,1.7544,0.0707,-1.4973,,0.241
825,0.1449,1.6644,0.0964,-1.4459,,0.1449
826,-0.0058,1.5873,0.1092,-1.3431,,0.0058
827,-0.0801,1.523,0.1221,-1.2788,,0.0801
828,-0.1617,1.4459,0.1478,-1.2146,,0.1617
829,-0.0921,1.3945,0.1607,-1.1503,,0.0921
830,0.1079,1.3045,0.1864,-1.1118,,0.1079
831,0.3206,1.266,0.2249,-1.0346,,0.3206
832,0.2714,1.2017,0.2249,-0.9961,,0.2714
833,-0.0789,1.1632,0.2506,-0.919,,0.0789
834,-0.3934,1.1375,0.2763,-0.8933,,0.3934
835,-0.491,1.0989,0.2892,-0.8676,,0.491
836,-0.4093,1.0603,0.302,-0.8161,,0.4093
837,-0.187,1.0475,0.3277,-0.8161,,0.187
838,0.1588,1.0089,0.3534,-0.7519,,0.1588
839,0.3426,0.9961,0.3792,-0.7776,,0.3426
840,0.2559,0.9961,0.3792,-0.7776,,0.2559
841,-0.187,0.9704,0.392,-0.7904,,0.187
842,-0.3049,0.9575,0.4177,-0.7776,,0.3049
843,-0.2253,0.9575,0.4306,-0.7904,,0.2253
844,-0.2887,0.9447,0.4434,-0.7904,,0.2887
845,-0.1424,0.9318,0.4691,-0.8033,,0.1424
846,0.0119,0.9318,0.4948,-0.8547,,0.0119
847,0.3509,0.9318,0.4948,-0.8676,,0.3509
848,0.5217,0.9447,0.5077,-0.8804,,0.5217
849,0.4008,0.9704,0.4948,-0.9318,,0.4008
850,0.2907,0.9832,0.5077,-0.9447,,0.2907
851,0.199,1.0089,0.5205,-0.9832,,0.199
852,0.0984,1.0218,0.5205,-1.0089,,0.0984
853,-0.0847,1.0475,0.5334,-1.0218,,0.0847
854,-0.1528,1.0732,0.5334,-1.0475,,0.1528
855,-0.4184,1.1118,0.5334,-1.0218,,0.4184
856,-0.4865,1.1375,0.5334,-1.0603,,0.4865
857,-0.4597,1.1375,0.5205,-1.0475,,0.4597
858,-0.5163,1.1889,0.4948,-1.0346,,0.5163
859,-0.5203,1.176,0.4691,-0.9575,,0.5203
860,-0.1863,1.1632,0.4563,-0.9447,,0.1863
861,0.2522,1.1889,0.4306,-0.8933,,0.2522
862,0.3914,1.176,0.392,-0.8804,,0.3914
863,0.3729,1.1889,0.3534,-0.829,,0.3729
864,0.6319,1.1632,0.2892,-0.739,,0.6319
865,0.7677,1.1632,0.2378,-0.6748,,0.7677
866,0.6314,1.1503,0.1735,-0.5976,,0.6314
867,0.4326,1.1503,0.1221,-0.5462,,0.4326
868,0.2444,1.1375,0.0707,-0.4691,,0.2444
869,0.1211,1.1375,0.0193,-0.392,,0.1211
870,0.077,1.1375,-0.045,-0.3277,,0.077
871,0.0059,1.1246,-0.1221,-0.2249,,0.0059
872,-0.0301,1.1118,-0.1864,-0.1864,,0.0301
873,-0.0599,1.0603,-0.2506,-0.1735,,0.0599
874,-0.007,1.0346,-0.3277,-0.0964,,0.007
875,0.0133,1.0089,-0.3792,-0.0578,,0.0133
876,0.0913,0.9704,-0.4177,-0.0064,,0.0913
877,0.0965,0.9318,-0.4691,0.0578,,0.0965
878,0.1008,0.9061,-0.5077,0.1221,,0.1008
879,0.105,0.8676,-0.5334,0.1221,,0.105
880,-0.0794,0.829,-0.5591,0.1992,,0.0794
881,-0.2148,0.7904,-0.5848,0.2249,,0.2148
882,-0.1222,0.739,-0.5848,0.2506,,0.1222
883,-0.1237,0.7005,-0.6105,0.2763,,0.1237
884,-0.0907,0.6491,-0.5976,0.3277,,0.0907
885,-0.0338,0.5848,-0.6105,0.3663,,0.0338
886,-0.0565,0.5334,-0.6105,0.4434,,0.0565
887,-0.0904,0.5205,-0.6234,0.4049,,0.0904
888,-0.0591,0.482,-0.6105,0.4177,,0.0591
889,0.0163,0.4434,-0.5976,0.4177,,0.0163
890,-0.0839,0.4177,-0.5848,0.4306,,0.0839
891,0.04,0.3663,-0.5334,0.4948,,0.04
892,0.173,0.3534,-0.4948,0.4563,,0.173
893,0.1347,0.302,-0.482,0.4563,,0.1347
894,-0.1006,0.2635,-0.4434,0.4306,,0.1006
895,-0.2415,0.2506,-0.4177,0.4177,,0.2415
896,-0.1649,0.2378,-0.3792,0.4177,,0.1649
897,-0.1446,0.2121,-0.3406,0.4049,,0.1446
898,-0.0231,0.1607,-0.302,0.3406,,0.0231
899,0.0877,0.135,-0.2506,0.3792,,0.0877
900,0.2015,0.0964,-0.2249,0.3406,,0.2015
901,0.4231,0.0707,-0.1864,0.3277,,0.4231
902,0.4305,0.045,-0.1478,0.2892,,0.4305
903,0.4414,0.0578,-0.1221,0.2506,,0.4414
904,0.2924,0.045,-0.0964,0.2121,,0.2924
905,0.1112,0.0578,-0.0964,0.1607,,0.1112
906,0.1411,0.0835,-0.0707,0.1478,,0.1411
907,0.0939,0.0964,-0.0578,0.0964,,0.0939
908,0.1158,0.1221,-0.045,0.0578,,0.1158
909,-0.158,0.135,-0.0321,-0.0064,,0.158
910,-0.2716,0.1735,-0.0321,-0.0964,,0.2716
911,-0.2379,0.2249,-0.0321,-0.1478,,0.2379
912,-0.2153,0.2635,-0.045,-0.2249,,0.2153
913,-0.2334,0.3149,-0.0321,-0.3149,,0.2334
914,-0.2151,0.3663,-0.0578,-0.392,,0.2151
915,-0.1437,0.4177,-0.0835,-0.4948,,0.1437
916,-0.107,0.482,-0.1092,-0.5719,,0.107
917,-0.1215,0.5334,-0.1221,-0.6876,,0.1215
918,-0.1537,0.6234,-0.1607,-0.7647,,0.1537
919,-0.0728,0.7005,-0.2121,-0.8547,,0.0728
920,-0.034,0.7776,-0.2378,-0.9447,,0.034
921,0.1108,0.8547,-0.302,-1.0346,,0.1108
922,0.2807,0.9447,-0.3406,-1.1118,,0.2807
923,0.3108,1.0218,-0.392,-1.176,,0.3108
924,0.2037,1.0989,-0.4434,-1.2788,,0.2037
925,0.0252,1.1889,-0.4948,-1.3688,,0.0252
926,-0.0489,1.3045,-0.5334,-1.4459,,0.0489
927,-0.0928,1.3945,-0.5848,-1.4973,,0.0928
928,-0.0574,1.523,-0.6234,-1.5873,,0.0574
929,0.0387,1.6002,-0.6619,-1.6901,,0.0387
930,-0.0042,1.703,-0.6748,-1.7287,,0.0042
931,0.0346,1.7801,-0.7005,-1.8058,,0.0346
932,-0.1096,1.8958,-0.7133,-1.8186,,0.1096
933,-0.1291,1.9857,-0.7262,-1.9215,,0.1291
934,0.14,2.0886,-0.7262,-1.9729,,0.14
935,0.3546,2.1785,-0.739,-2.0114,,0.3546
936,0.2479,2.2813,-0.739,-2.0243,,0.2479
937,0.171,2.3585,-0.739,-2.0757,,0.171
938,0.1108,2.4484,-0.7262,-2.05,,0.1108
939,0.2717,2.5384,-0.7133,-2.05,,0.2717
